country,series,year,value,decade,change,annual_change,pct_change,rolling_5y,rolling_std_5y
ARG,Broad money (% of GDP),1996,22.69048015,1990,2.5492087800000007,2.5492087800000007,12.656642836345444,19.30242021,3.3847973564333254
ARG,Broad money (% of GDP),1997,26.47018463,1990,3.7797044799999995,3.7797044799999995,16.657666364984337,21.858169698,2.874971812005305
ARG,Broad money (% of GDP),1998,28.65068486,1990,2.18050023,2.18050023,8.237570914139859,23.744582001999998,3.689178500217089
ARG,Broad money (% of GDP),1999,31.44367759,1990,2.7929927300000017,2.7929927300000017,9.748432694184483,25.87925972,4.530054117740823
ARG,Broad money (% of GDP),2000,31.84862106,2000,0.4049434699999992,0.4049434699999992,1.287837495601285,28.220729658,3.787542685852016
ARG,Broad money (% of GDP),2001,27.13925159,2000,-4.709369469999999,-4.709369469999999,-14.786729576542612,29.110483946,2.449976536334744
ARG,Broad money (% of GDP),2002,27.92706955,2000,0.7878179599999982,0.7878179599999982,2.902872827525882,29.401860929999998,2.122164374814568
ARG,Broad money (% of GDP),2003,30.10405723,2000,2.17698768,2.17698768,7.795259993542714,29.692535404,2.0928857136347387
ARG,Broad money (% of GDP),2004,28.32564647,2000,-1.7784107599999999,-1.7784107599999999,-5.9075451073343554,29.068929179999998,1.89592624003353
ARG,Broad money (% of GDP),2005,28.66331028,2000,0.33766381000000223,0.33766381000000223,1.1920780355626714,28.431867024000002,1.0939314445902457
ARG,Broad money (% of GDP),2006,28.04961193,2000,-0.61369835,-0.61369835,-2.141058879818958,28.613939092,0.8798092305719103
ARG,Broad money (% of GDP),2007,27.86431643,2000,-0.18529550000000228,-0.18529550000000228,-0.6605991571734471,28.601388468,0.8924144084505918
ARG,Broad money (% of GDP),2008,23.49367316,2000,-4.370643269999999,-4.370643269999999,-15.685449456403544,27.279311654000004,2.137575767917128
ARG,Broad money (% of GDP),2009,25.32273847,2000,1.8290653100000007,1.8290653100000007,7.785352667262524,26.678730054,2.191277677533556
ARG,Broad money (% of GDP),2010,25.4406026,2010,0.1178641299999974,0.1178641299999974,0.4654478035210685,26.034188518,1.918594759257385
ARG,Broad money (% of GDP),2011,24.38712399,2010,-1.053478609999999,-1.053478609999999,-4.140934185261791,25.30169093,1.634942647971844
ARG,Broad money (% of GDP),2012,27.17564527,2010,2.788521280000001,2.788521280000001,11.434399895385127,25.163956698,1.373130699392833
ARG,Broad money (% of GDP),2013,27.19624241,2010,0.02059713999999957,0.02059713999999957,0.07579264372699068,25.904470548,1.2390001995698554
ARG,Broad money (% of GDP),2014,25.82170185,2010,-1.3745405599999998,-1.3745405599999998,-5.054156156126133,26.004263224,1.1999095313829675
ARG,Broad money (% of GDP),2015,27.69088504,2010,1.869183190000001,1.869183190000001,7.238807112165624,26.454319712,1.3484581170006102
ARG,Broad money (% of GDP),2016,28.3723031,2010,0.6814180599999986,0.6814180599999986,2.4608027479644523,27.251355533999998,0.9357335076094073
ARG,Broad money (% of GDP),2017,28.49528017,2010,0.12297707000000102,0.12297707000000102,0.4334405619683457,27.515282514,1.083480271066942
ARG,Broad money (% of GDP),2018,30.41075648,2010,1.915476309999999,1.915476309999999,6.722082739922053,28.158185328000002,1.6515962543659817
ARG,Broad money (% of GDP),2019,26.18303895,2010,-4.22771753,-4.22771753,-13.902046576119897,28.230452747999998,1.5270081877101391
ARG,Broad money (% of GDP),2020,34.50526317,2020,8.322224219999999,8.322224219999999,31.784791046953686,29.593328374,3.127378242319518
ARG,Broad money (% of GDP),2021,30.73095443,2020,-3.7743087399999986,-3.7743087399999986,-10.938356625204658,30.06505864,3.0745984203784733
ARG,Broad money (% of GDP),2022,32.19183572,2020,1.4608812899999997,1.4608812899999997,4.753777801882597,30.80436975,3.047076201158487
ARG,Broad money (% of GDP),2023,35.82185199,2020,3.6300162699999987,3.6300162699999987,11.276201523806728,31.886588852,3.7517628923411617
ARG,Broad money (% of GDP),2024,26.33393104,2020,-9.48792095,-9.48792095,-26.48640542830851,31.916767269999998,3.6945863371082552
ARG,Broad money (% of GDP),2025,26.27759011,2020,-0.056340930000001066,-0.056340930000001066,-0.21394804260108646,30.271232657999995,4.0669693885769265
ARG,Domestic credit to private sector (% of GDP),1976,13.56276729,1970,,,,,
ARG,Domestic credit to private sector (% of GDP),1977,18.38290986,1970,4.820142570000002,4.820142570000002,35.53952130074482,,
ARG,Domestic credit to private sector (% of GDP),1978,20.55711741,1970,2.1742075499999984,2.1742075499999984,11.827330746645991,17.500931519999998,3.5796155861290284
ARG,Domestic credit to private sector (% of GDP),1979,24.05622763,1970,3.4991102199999986,3.4991102199999986,17.021405045329253,19.139755547500002,4.391515524518142
ARG,Domestic credit to private sector (% of GDP),1980,25.39579275,1980,1.3395651199999996,1.3395651199999996,5.568475409375728,20.390962988000002,4.721404107612023
ARG,Domestic credit to private sector (% of GDP),1981,33.55230678,1980,8.156514030000004,8.156514030000004,32.11757990897923,24.388870886,5.827671128033908
ARG,Domestic credit to private sector (% of GDP),1982,33.90637227,1980,0.35406548999999643,0.35406548999999643,1.055264224667396,27.493563367999997,5.961599844331936
ARG,Domestic credit to private sector (% of GDP),1983,28.11827564,1980,-5.788096629999998,-5.788096629999998,-17.070822510614757,29.005795014,4.555338926865588
